drug_name,condition_name,relationship_name,snomed_full_name,umls_cui
cisapride,Respiratory insufficiency,contraindication,Respiratory insufficiency,C0035229
cisapride,Bradycardia,contraindication,Bradycardia,C0428977
cisapride,Angina pectoris,contraindication,Angina pectoris,C0002962
cisapride,Disorder of electrolytes,contraindication,Disorder of electrolytes,C1704431
cisapride,Severe dehydration,contraindication,Severe dehydration,C3472181
cisapride,Hypomagnesemia,contraindication,Hypomagnesemia,C0151723
cisapride,Hypocalcemia,contraindication,Hypocalcemia,C0020598
cisapride,Gastrointestinal hemorrhage,contraindication,Gastrointestinal hemorrhage,C0017181
cisatracurium,Disorder of lung,contraindication,Disorder of lung,C0024115
cisatracurium,Myasthenia gravis,contraindication,Myasthenia gravis,C0026896
cisatracurium,Disorder of electrolytes,contraindication,Disorder of electrolytes,C1704431
cisatracurium,Malignant hyperthermia,contraindication,Malignant hyperthermia,C0024591
citalopram,Hyponatremia,contraindication,Hyponatremia,C0020625
citalopram,Epilepsy,contraindication,Epilepsy,C0014544
citalopram,Myocardial infarction in recovery phase,contraindication,Myocardial infarction in recovery phase,C1633725
citalopram,Upper gastrointestinal hemorrhage,contraindication,Upper gastrointestinal hemorrhage,C0041909
citalopram,Heart disease,contraindication,Heart disease,C0018799
citalopram,Congenital long QT syndrome,contraindication,Congenital long QT syndrome,C1141890
citalopram,Neuroleptic malignant syndrome,contraindication,Neuroleptic malignant syndrome,C0027849
citalopram,Torsades de pointes,contraindication,Torsades de pointes,C0040479
citalopram,Hypomagnesemia,contraindication,Hypomagnesemia,C0151723
citalopram,Disease of liver,contraindication,Disease of liver,C0023895
citalopram,Bipolar disorder,contraindication,Bipolar disorder,C0005586
citalopram,Poor metabolizer due to cytochrome p450 CYP2C19 variant,contraindication,Poor metabolizer due to cytochrome p450 CYP2C19 variant,C1827468
citalopram,Chronic heart failure,contraindication,Chronic heart failure,C0264716
citalopram,Serotonin syndrome,contraindication,Serotonin syndrome,C0699828
citalopram,Hypokalemia,contraindication,Hypokalemia,C0020621
citalopram,Prolonged QT interval,contraindication,Prolonged QT interval,C0151878
citalopram,Blood coagulation disorder,contraindication,Blood coagulation disorder,C0005779
citalopram,Acute nephropathy,contraindication,Acute nephropathy,C0268734
citalopram,Syndrome of inappropriate vasopressin secretion,contraindication,Syndrome of inappropriate vasopressin secretion,C0021141
citalopram,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
citalopram,Bradycardia,contraindication,Bradycardia,C0428977
citric acid,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
citric acid,Oliguria,contraindication,Oliguria,C0028961
citric acid,"Congenital myotonia, autosomal dominant form",contraindication,"Congenital myotonia, autosomal dominant form",C2936781
citric acid,Complete atrioventricular block,contraindication,Complete atrioventricular block,C0151517
citric acid,Gastroparesis,contraindication,Gastroparesis,C0152020
citric acid,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
