brand_name,ingredient_name
Primor,ormetoprim
Primor,sulfadimethoxine
Primoteston Depot,testosterone
Primperan,metoclopramide
Primsol,trimethoprim
Principen,ampicillin
Prinivil,lisinopril
Prinize,hydrochlorothiazide
Prinize,lisinopril
Prinzide,hydrochlorothiazide
Prinzide,lisinopril
Prioderm,malathion
Priorix,"measles virus vaccine live, attenuated Schwarz strain"
Priorix,"mumps virus vaccine live, Jeryl Lynn strain"
Priorix,rubella virus vaccine live (Wistar RA 27-3 strain)
Pripsen,mebendazole
Priscoline Hydrochloride,tolazoline
Pristiq,desvenlafaxine
Pritox,copper naphthenate
Privermectin,ivermectin
Privigen,immunoglobulin G
Privine,naphazoline
Pro 12,lactate
Pro 12 Mousse,lactate
Pro Dine 5000C,iodine
Pro Otic,antipyrine
Pro Otic,benzocaine
Pro Pet Antiseptic,chlorhexidine
Pro Pet De Wormer,piperazine
Pro Pet Dental Cleansing Liquid,chlorhexidine
Pro Pet Dental Wipes,chlorhexidine
Pro Pet Skin Relief,lidocaine
Pro Vent Plus,lidocaine
Pro-Fast,phentermine
Pro-Pen-G,penicillin G
Pro-Symbioflor,Escherichia coli
Pro-Symbioflor,Enterococcus faecalis
Pro-Tec Gold,povidone-iodine
Pro-Vent,theophylline
Pro-Wormer 2,pyrantel
ProAir,albuterol
ProCentra,dextroamphetamine
ProCoMycin,neomycin
ProCoMycin,bacitracin
ProCoMycin,lidocaine
ProCoMycin,polymyxin B
ProDenRx,stannous fluoride
ProDenRx Gel,sodium fluoride
ProDenRx Rinse,sodium fluoride
ProQuad,varicella-zoster virus vaccine live (Oka-Merck) strain
ProQuad,"measles virus vaccine live, Enders' attenuated Edmonston strain"
ProQuad,rubella virus vaccine live (Wistar RA 27-3 strain)
ProQuad,"mumps virus vaccine live, Jeryl Lynn strain"
ProSom,estazolam
ProStep,nicotine
ProZinc,"insulin, protamine zinc, human"
Proamatine,midodrine
Probanthine,propantheline
Probax,petrolatum
Probeta LA,propranolol
Probuphine,buprenorphine
ProcalAmine 3,isoleucine
ProcalAmine 3,histidine
ProcalAmine 3,cysteine
ProcalAmine 3,potassium chloride
ProcalAmine 3,alanine
ProcalAmine 3,serine
ProcalAmine 3,lysine
ProcalAmine 3,glycine
ProcalAmine 3,leucine
ProcalAmine 3,valine
ProcalAmine 3,calcium acetate
ProcalAmine 3,glycerin
ProcalAmine 3,tryptophan
ProcalAmine 3,proline
ProcalAmine 3,sodium chloride
ProcalAmine 3,sodium acetate
ProcalAmine 3,phenylalanine
ProcalAmine 3,magnesium acetate
ProcalAmine 3,methionine
ProcalAmine 3,phosphoric acid
ProcalAmine 3,threonine
ProcalAmine 3,arginine
Procan,procainamide
Procanbid,procainamide
Procardia,nifedipine
Procet,acetaminophen
Procet,hydrocodone
Prochieve,progesterone
Proclearz,tolnaftate
Procof,hydrocodone
Procof,guaiacolsulfonate
Procof D,pseudoephedrine
Procof D,guaiacolsulfonate
Procof D,hydrocodone
Procort,hydrocortisone
Procort 1.85/1.15,pramoxine
Procort 1.85/1.15,hydrocortisone
Procrit,epoetin alfa
Procto-Kit,hydrocortisone
Procto-Med,hydrocortisone
Procto-Pak,hydrocortisone
ProctoCream-HC,pramoxine
ProctoCream-HC,hydrocortisone
Proctocare-HC,hydrocortisone
Proctocort,hydrocortisone
Proctocream,hydrocortisone
Proctofoam,pramoxine
Proctofoam-HC,pramoxine
Proctofoam-HC,hydrocortisone
Proctosert HC,hydrocortisone
Proctosol,hydrocortisone
Proctozone HC,hydrocortisone
Proctozone-H,hydrocortisone
Proctozone-P,pramoxine
Procysbi,cysteamine
Proderm,Peruvian balsam
Proderm,castor oil
Prodip,hydrogen peroxide
Prodium,phenazopyridine
Prodrin,caffeine
Prodrin,acetaminophen
Prodrin,isometheptene
Prodrox,17-alpha-hydroxyprogesterone
Prodroxy,medroxyprogesterone
Profasi,chorionic gonadotropin
Profenal,suprofen
Profender,praziquantel
Profender,emodepside
Profeno,fenoprofen
Proferrin,Fe heme polypeptide
Profilnine,factor IX complex
Proflex,ibuprofen
Proflex Pain Relief,ibuprofen
Proflexa,camphor
Progesic,fenoprofen
Progest,progesterone
Proglycem,diazoxide
Prograf,tacrolimus
Program,lufenuron
Progynova,estradiol
Proheart,moxidectin
Proheart 6,moxidectin
Prohibit,Haemophilus capsular oligosaccharide
Prohibit,"diphtheria toxoid vaccine, inactivated"
Prohist CD,triprolidine
Prohist CD,phenylephrine
Prohist CD,chlophedianol
Prohist CF,chlophedianol
Prohist CF,triprolidine
Prohist LQ,phenylephrine
Prohist LQ,triprolidine
Prohist-8,chlorpheniramine
Proin,phenylpropanolamine
Projel-20,benzocaine
Prolastin,alpha 1-antitrypsin
Prolate,acetaminophen
Prolate,oxycodone
Prolaxa,docusate
Prolensa,bromfenac
Proleukin,aldesleukin
Prolex DH,guaiacolsulfonate
Prolex DH,hydrocodone
Prolex DM,dextromethorphan
Prolex DM,guaiacolsulfonate
Prolex DMX,guaiacolsulfonate
Prolex DMX,dextromethorphan
Prolia,denosumab
Prolixin,fluphenazine
Proloprim,trimethoprim
Promacet,acetaminophen
Promacet,butalbital
Promacot,promethazine
Promacta,eltrombopag
Promectin,ivermectin
Promethegan,promethazine
Prometrium,progesterone
Prominol,butalbital
Prominol,acetaminophen
Promit,dextran
Promolaxin,docusate
Prondol,iprindole
Pronestyl,procainamide
Pronol,propranolol
Pronto,pyrethrins
Pronto,piperonyl butoxide
Pronto Plus,piperonyl butoxide
Pronto Plus,pyrethrins
Pronto Plus Lice Egg Remover,benzalkonium
Pronto Plus Pinworm,pyrantel
Propa P.H.,salicylic acid
Propa P.H. Acne Mask,salicylic acid
Propa P.H. Skin Cleanser Normal/Sensitive,salicylic acid
Propacet,acetaminophen
Propacet,propoxyphene
Propaderm A,beclomethasone
Propaderm C,beclomethasone
Propagest,phenylpropanolamine
Propan,phenylpropanolamine
Propanix,propranolol
Propanix LA,propranolol
Propatard LA,propranolol
Propatuss Expectorant,guaifenesin
Propatuss Expectorant,hydrocodone
Propecia,finasteride
Propel,mometasone
Propet,hydrocortisone
Propine,dipivefrin
PropoThesia,propofol
Propoflo,propofol
Propovan,propofol
Propoven,propofol
Propoxyphene Compound 65,propoxyphene
Propoxyphene Compound 65,caffeine
Propoxyphene Compound 65,aspirin
Proprinal,ibuprofen
Propulsid,cisapride
Proquin,ciprofloxacin
Prosaid,naproxen
Proscar,finasteride
Prosed,hyoscyamine
Prosed,atropine
Prosed,benzoate
Prosed,phenyl salicylate
Prosed,methenamine
Prosed,methylene blue
Prosed DS,benzoate
Prosed DS,methenamine
Prosed DS,methylene blue
Prosed DS,phenyl salicylate
Prosed DS,hyoscyamine
Prosol,glutamate
Prosol,isoleucine
Prosol,aspartate
Prosol,leucine
Prosol,arginine
Prosol,lysine
Prosol,histidine
Prosol,methionine
Prosol,glycine
Prosol,alanine
Prosol,tryptophan
Prosol,proline
Prosol,phenylalanine
Prosol,valine
Prosol,serine
Prosol,threonine
Prosol,tyrosine
Prostamate,dinoprost
Prostigmin,neostigmine
Prostigmin Bromide,neostigmine
Prostin E2,dinoprostone
Prostin VR,alprostadil
Protectol,undecylenate
Protex,guaiacolsulfonate
Protex,hydrocodone
Protex Balance,triclocarban
Protex D,hydrocodone
Protex D,pseudoephedrine
Protex D,guaiacolsulfonate
Protex Deep Clean,triclocarban
Prothiaden,dothiepin
Protilase,lipase
Protilase,amylase
Protilase,protease
Protium brand of pantoprazole sodium,pantoprazole
Protonix,pantoprazole
Protopam,pralidoxime
Protopic,tacrolimus
Protostat,metronidazole
Protropin,somatrem
Protuss,guaiacolsulfonate
Protuss,hydrocodone
Protuss D,hydrocodone
Protuss D,guaiacolsulfonate
Protuss D,pseudoephedrine
Provayblue,methylene blue
Provenge,sipuleucel-T
Proventil,albuterol
Provera,medroxyprogesterone
Provigil,modafinil
Provisc,hyaluronate
Provita Combat,benzoate
Proxacol,hydrogen peroxide
Proxigel,urea
Prozac,fluoxetine
Prudoxin,doxepin
Prulet,phenolphthalein
Pseudatex HC,guaifenesin
Pseudatex HC,hydrocodone
Pseudatex HC,pseudoephedrine
Pseudo-gest,pseudoephedrine
Pseudodine C,triprolidine
Pseudodine C,codeine
Pseudodine C,pseudoephedrine
Pseudofed,pseudoephedrine
Pseudoval,pseudoephedrine
PsoCleer,salicylic acid
Psoracare,salicylic acid
Psoradrate,anthralin
Psorcon,diflorasone
Psorent,coal tar
Psoriasin,coal tar
Psoriasin Itch,hydrocortisone
Psoriasin Problem Skin,coal tar
Psoriasin Wash,salicylic acid
Psoriatec,anthralin
Psorigel,coal tar
Psoriwash,salicylic acid
Pulere,sulfur
Pulere,salicylic acid
Pulmari-GP,guaifenesin
Pulmari-GP,carbetapentane
Pulmicort,budesonide
PulmoSal,sodium chloride
Pulmotil,tilmicosin
Pulmozyme,dornase alfa
Pulsator Plus,povidone-iodine
Pur-In Isophane,insulin isophane
Pur-In Mix,"insulin, regular, human"
Pur-In Mix,insulin isophane
Pur-In Neutral,"insulin, regular, human"
Pur-Oxy,lactate
Pur-Oxy,hydrogen peroxide
Pur-Wash,water
Puracne Oxygen,salicylic acid
Puracne Oxygen Cleansing,salicylic acid
Puralube,petrolatum
Puralube,mineral oil
Pure Relief,capsaicin
PureLax,polyethylene glycol 3350
Puregon,follitropin beta
Purgasol,docusate
Purgasol,"sennosides, USP"
Purge,castor oil
Purinethol,mercaptopurine
Purixan,mercaptopurine
Purklenz,chloroxylenol
Puroxcin,lidocaine
Puroxcin,menthol
Purtect,chloroxylenol
Purtect,petrolatum
Pylera,bismuth subcitrate
Pylera,metronidazole
Pylera,tetracycline
Pylorid,ranitidine
Pyopen,carbenicillin
Pyquvi,deflazacort
Pyramax,pyrantel
Pyregesic,acetaminophen
Pyregesic,codeine
Pyrelle,hyoscyamine
Pyrelle,phenazopyridine
Pyrelle,butabarbital
Pyridium,phenazopyridine
Pyridium Plus,hyoscyamine
Pyridium Plus,phenazopyridine
Pyridium Plus,butabarbital
Pyril D,pyrilamine
Pyril D,phenylephrine
Pyril Tann-12,pyrilamine
Pyril Tann-12,phenylephrine
Pyrilafen Tannate 12,phenylephrine
Pyrilafen Tannate 12,pyrilamine
Pyrinyl II,piperonyl butoxide
Pyrinyl II,pyrethrins
Pyrinyl Liquid Shampoo,pyrethrins
Pyrinyl Liquid Shampoo,piperonyl butoxide
Pyrlex,pyrilamine
Pyrlex CB,pyrilamine
Pyrlex CB,carbetapentane
Pyrlex PD,pyrilamine
Pyrlex PD,phenylephrine
Pyrukynd,mitapivat
Pyzchiva,ustekinumab
Q-Acin,aspirin
Q-Acin,caffeine
Q-B,theophylline
Q-B,guaifenesin
Q-Fed,pseudoephedrine
Q-Gel,vitamin E
Q-Gel,ubidecarenone
Q-Gel with Lipoic Acid,vitamin E
Q-Gel with Lipoic Acid,thioctate
Q-Gel with Lipoic Acid,ubidecarenone
Q-Gesic,phenyltoloxamine
Q-Gesic,acetaminophen
Q-Lax,phenolphthalein
Q-Mazine,promethazine
Q-Naftate,tolnaftate
Q-Nol,acetaminophen
Q-Nol Extra Strength,acetaminophen
Q-Profen,ibuprofen
Q-Sorb,vitamin E
Q-Sorb,ubidecarenone
Q-Sorb Co Q-10,ubidecarenone
Q-Tuss with Hydrocodone,hydrocodone
Q-Tuss with Hydrocodone,phenylpropanolamine
Q-Tuss with Hydrocodone,pyrilamine
Q-Tuss with Hydrocodone,pheniramine
Q-Tuss with Hydrocodone,phenylephrine
Q-Up,ubidecarenone
Q-Up,vitamin E
Q-V Tussin,pseudoephedrine
Q-V Tussin,chlorpheniramine
Q-V Tussin,hydrocodone
QFlex,acetaminophen
QFlex,phenyltoloxamine
QM-260,quinine
QSR Antibacterial,chloroxylenol
Qalsody,tofersen
Qamzova,meloxicam
Qbrelis,lisinopril
Qbrexza,glycopyrronium
Qdall AR,chlorpheniramine
Qdolo,tramadol
Qelbree,viloxazine
Qfitlia,fitusiran
Qilib,minoxidil
Qinlock,ripretinib
Qivigy,immunoglobulin G
Qlearquil Allergy Relief,loratadine
Qlearquil Nasal Decongestant,oxymetazoline
Qlearquil Nighttime Allergy Relief,diphenhydramine
Qlosi,pilocarpine
Qmiiz,meloxicam
Qnasl,beclomethasone
Qore-24,benzalkonium
Qsymia,topiramate
Qsymia,phentermine
Qtern,dapagliflozin
Qtern,saxagliptin
Qternmet,saxagliptin
Qternmet,metformin
Qternmet,dapagliflozin
Quadra-Hist D Reformulated Feb 2008,pheniramine
Quadra-Hist D Reformulated Feb 2008,phenylpropanolamine
Quadra-Hist D Reformulated Feb 2008,phenyltoloxamine
Quadra-Hist D Reformulated Feb 2008,pyrilamine
Quadra-Hist-D Ped,phenylpropanolamine
Quadra-Hist-D Ped,pyrilamine
Quadra-Hist-D Ped,phenyltoloxamine
Quadra-Hist-D Ped,pheniramine
Quadra-Hist-D Ped Reformulated Mar 2009,pseudoephedrine
Quadra-Hist-D Ped Reformulated Mar 2009,pyrilamine
Quadra-Hist-D Ped Reformulated Mar 2009,phenyltoloxamine
Quadra-Hist-D Ped Reformulated Mar 2009,pheniramine
Quadracel,"acellular pertussis vaccine, inactivated"
Quadracel,"tetanus toxoid vaccine, inactivated"
Quadracel,"poliovirus vaccine inactivated, type 3 (Saukett)"
Quadracel,"poliovirus vaccine inactivated, type 1 (Mahoney)"
Quadracel,"diphtheria toxoid vaccine, inactivated"
Quadracel,"poliovirus vaccine inactivated, type 2 (MEF-1)"
Quadrahist D,phenyltoloxamine
Quadrahist D,pyrilamine
Quadrahist D,pheniramine
Quadrahist D,pseudoephedrine
Quadramet,samarium
Quadriguard,pyrantel
Quadriguard,ivermectin
Quadriguard,praziquantel
Quadrinal,ephedrine
Quadrinal,potassium iodide
Quadrinal,phenobarbital
Quadrinal,theophylline
Qual-Tussin DC,hydrocodone
Qual-Tussin DC,guaifenesin
Qual-Tussin DC,phenylephrine
Quala,stannous fluoride
Quala Cet,butalbital
Quala Cet,caffeine
Quala Cet,acetaminophen
Quala HC,guaifenesin
Quala HC,phenylephrine
Quala HC,hydrocodone
Qualaquin,quinine
Quarter Mate,iodine
QuarterMate Concentrate,iodine
Quartermaster,dihydrostreptomycin
Quartermaster,penicillin G
Quarzan,clidinium
Qudexy,topiramate
Quelicin,succinylcholine
Quellaxcin,enrofloxacin
Quellin,carprofen
Quest Plus,praziquantel
Quest Plus,moxidectin
Questran,cholestyramine resin
Quibron,theophylline
Quibron,guaifenesin
Quibron-T,theophylline
Quick Cure resin cement,malachite green
Quick Cure resin cement,formaldehyde
QuickFlex,menthol
QuilliChew,methylphenidate
Quillivant,methylphenidate
Quin-G,quinidine
Quin-Release,quinidine
Quin-Tab,quinidine
QuinZyme,ubidecarenone
Quinadure,quinidine
Quinaglute,quinidine
Quinamm,quinine
Quinaretic,quinapril
Quinaretic,hydrochlorothiazide
Quindal HD,hydrocodone
Quindal HD,chlorpheniramine
Quindal HD,phenylephrine
Quindal Solution,phenylpropanolamine
Quindal Solution,guaifenesin
Quindal Solution,codeine
Quineprox,hydroxychloroquine
Quinicardine,quinidine
Quinidex,quinidine
Quinja,iodoquinol
Quinja,aloe polysaccharide
Quinora,quinidine
Quintex HS,hydrocodone
Quintex HS,phenylephrine
Quintex HS,guaifenesin
Quiofic,folic acid
Quixin,levofloxacin
Qulipta,atogepant
Qutenza,capsaicin
Quviviq,daridorexant
Quzyttir,cetirizine
Qvar,beclomethasone
Qwo,collagenase Clostridium histolyticum
R & C,piperonyl butoxide
R & C,pyrethrins
R A Acne,resorcinol
R-Tannic-S A/D,phenylephrine
R-Tannic-S A/D,pyrilamine
RE KAR CE PLUS,ascorbic acid
RE KAR CE PLUS,iron carbonyl
RE KAR CE PLUS,vitamin B12
RE KAR CE PLUS,folic acid
RECONCILE,fluoxetine
RFD,pyrantel
RID,pyrethrins
RID,piperonyl butoxide
RMS,morphine
RO-Lactulose,lactulose
RT Capsin,capsaicin
RabAvert,rabies virus vaccine flury-lep strain
Rabdolax,methocarbamol
Racemistat,zinc chloride
Racemistat,racepinephrine
Raciran,ranitidine
RadiaGuard,lidocaine
Radicava,edaravone
Radiogardase,prussian blue insoluble
Radtue,diethylpropion
Ragwitek,short ragweed pollen extract
Raldesy,trazodone
Ralgro,zeranol
Ramodar,etodolac
Ramses Personal,nonoxynol-9
Ranexa,ranolazine
Raniclor,cefaclor
Rantec,ranitidine
Rapaflo,silodosin
Rapamune,sirolimus
Rapdone,phendimetrazine
Raphon,racepinephrine
Raphtre,phentermine
Rapiblyk,landiolol
Rapifen Concentrate,alfentanil
Rapifen Intensive Care,alfentanil
Rapiflux,fluoxetine
Rapinovet,propofol
Rapivab,peramivir
Raplixa,fibrinogen
Raplixa,thrombin
Raplon,rapacuronium
Raptiva,efalizumab
Rash Relief Antibacterial,zinc oxide
Rash Relief Antibacterial,dimethicone
Rash Relief Antibacterial,bacitracin
Rash Relief Antifungal,dimethicone
Rash Relief Antifungal,miconazole
Rash Relief Antifungal,zinc oxide
Rash Relief Clear,dimethicone
Rash Relief Clear,petrolatum
Rash Relief with Zinc Oxide,zinc oxide
Rash Relief with Zinc Oxide,dimethicone
Rastringent II,aluminum sulfate
Rasuvo,methotrexate
Rauwiloid,Rauwolfia alkaloids
Rauwolfemms,Rauwolfia preparation
Rauzide,bendroflumethiazide
Rauzide,Rauwolfia preparation
Ravicti,glycerol phenylbutyrate
Raxar,grepafloxacin
Ray Dol,menthol
Ray Dol,methyl salicylate
Rayaldee,calcifediol
Rayasal,salicylic acid
Rayos,prednisone
Razadyne,galantamine
Razoxin,razoxane
Re-Azo,phenazopyridine
Re-Covr,tripelennamine
ReVia,naltrexone
Rea Lo 39,urea
Rea-Lo,urea
React,levonorgestrel
ReadyBath,benzalkonium
ReadyBath TPC,dimethicone
ReadyCleanse,dimethicone
ReadyFlush,dimethicone
Rebalance,pyrimethamine
Rebalance,sulfadiazine
Rebetol,ribavirin
Rebif,interferon beta-1a
Rebinyn,factor IX
Reblozyl,luspatercept
Rebyota,"fecal microbiota, live"
Recarbrio,cilastatin
Recarbrio,imipenem
Recarbrio,relebactam
Recede,benzphetamine
Reclast,zoledronic acid
Recombinate,factor VIII
Recombivax,hepatitis B surface antigen vaccine
Recorlev,ketoconazole
Recort Plus,hydrocortisone
Recothrom,thrombin
RectaGel,hydrocortisone
RectaGel,lidocaine
Rectacaine,dibucaine
Rectacort-HC,hydrocortisone
Rectacreame,lidocaine
Rectacreame,hydrocortisone
Rectacreme,lidocaine
Rectacreme,hydrocortisone
RectiCare Advance Cream,mineral oil
RectiCare Advance Cream,petrolatum
RectiCare Advance Cream,lidocaine
RectiCare Advance Cream,phenylephrine
RectiCare Advanced Wipes,phenylephrine
RectiCare Advanced Wipes,glycerin
RectiCare Advanced Wipes,lidocaine
Recticare,lidocaine
Recticare Wipes,glycerin
Recticare Wipes,lidocaine
Rectiv,nitroglycerin
Recuvyra,fentanyl
Red Cross Canker Sore,benzocaine
Red Hot,capsaicin
Red Lion Relief,menthol
Redemplo,plozasiran
Rederm,hydrocortisone
Rederox,deracoxib
Reditrex,methotrexate
Redutemp,acetaminophen
Redux,dexfenfluramine
Refenesen,guaifenesin
Refissa,tretinoin
Refludan,lepirudin
Refolinon,leucovorin
Regen-Cov,imdevimab
Regen-Cov,casirivimab
Regenecare,lidocaine
Regener-Eyes,glycerin
Regimex,benzphetamine
Regiocit,sodium chloride
Regiocit,sodium citrate
Reglan,metoclopramide
Regonol,pyridostigmine
Regoxidine,minoxidil
Regranex,becaplermin
Regroton,chlorthalidone
Regroton,reserpine
Regu-Mate,altrenogest
Reguloid,psyllium
Reguzol,methimazole
Relacon-HC,phenylephrine
Relacon-HC,chlorpheniramine
Relacon-HC,hydrocodone
Relador,lidocaine
Relador,prilocaine
Relafen,nabumetone
Relagard,oxyquinoline
Relagard,acetic acid
Relagesic,phenyltoloxamine
Relagesic,acetaminophen
Relasin HC,phenylephrine
Relasin HC,hydrocodone
Relasin HC,chlorpheniramine
Relasin-HCX,guaifenesin
Relasin-HCX,hydrocodone
Relax-DS,chlorzoxazone
Relaxazone,chlorzoxazone
Relaxyl,alverine
Relcof C,guaifenesin
Relcof C,codeine
Relcof CPM,methscopolamine
Relcof CPM,chlorpheniramine
Relcofen,ibuprofen
Releev Cold Sore,benzalkonium
Relenza,zanamivir
Releuko,filgrastim
Relexxii,methylphenidate
Relfy,metronidazole
Relgaabi,gabapentin
ReliOn Glucose,cholecalciferol
ReliOn Glucose,glucose
ReliefAssist,menthol
ReliefAssist,camphor
ReliefAssist,methyl salicylate
Reliefor,menthol
Relifex,nabumetone
Relifor,gentamicin
Relifor,betamethasone
Relistor,methylnaltrexone
Relovox,benzoyl peroxide
Relpax,eletriptan
Reltone,ursodeoxycholate
Relyvrio,taurursodiol
Relyvrio,phenylbutyrate
Remain Gold,bronopol
Rembrandt,sodium fluoride
Reme-T,coal tar
Remergent HQ,hydroquinone
Remeron,mirtazapine
Remeven,urea
Remicade,infliximab
Remicin,gentamicin
Remicin,betamethasone
Remicin,clotrimazole
Remnos,nitrazepam
Remodulin,treprostinil
Remular,chlorzoxazone
Remular-S,chlorzoxazone
Rena-Vite,pyridoxine
Rena-Vite,D-biotin
Rena-Vite,vitamin B12
Rena-Vite,riboflavin
Rena-Vite,thiamine
Rena-Vite,pantothenate
Rena-Vite,folic acid
Rena-Vite,ascorbic acid
Rena-Vite,niacinamide
RenaGel,sevelamer
RenaKare,potassium gluconate
Renacidin,gluconolactone
Renacidin,magnesium carbonate
Renacidin,citric acid
Renaf,sodium fluoride
Renamin 6.5,tyrosine
Renamin 6.5,valine
Renamin 6.5,arginine
Renamin 6.5,glycine
Renamin 6.5,histidine
Renamin 6.5,serine
Renamin 6.5,threonine
Renamin 6.5,isoleucine
Renamin 6.5,leucine
Renamin 6.5,proline
Renamin 6.5,lysine
Renamin 6.5,methionine
Renamin 6.5,alanine
Renamin 6.5,tryptophan
Renamin 6.5,phenylalanine
Renaplus,potassium gluconate
Renese,polythiazide
Renese-R,reserpine
Renese-R,polythiazide
Renewal,heptanoic acid
Renflexis,infliximab
Renitec,enalapril
Renova,tretinoin
Renovue-65,iodamide
Renown,chloroxylenol
Renthyroid,thyroid (USP)
Renuee,dimethicone
Renvela,sevelamer
ReoPro,abciximab
Repan,acetaminophen
Repan,caffeine
Repan,butalbital
Repan CF,butalbital
Repan CF,acetaminophen
Repara Triple Antibiotic,neomycin
Repara Triple Antibiotic,polymyxin B
Repara Triple Antibiotic,bacitracin
Repatha,evolocumab
Rephresh Pro-B,Limosilactobacillus reuteri
Rephresh Pro-B,Lacticaseibacillus rhamnosus
Repiderm,benzoyl peroxide
Replesta NX,vitamin E
Replesta NX,cholecalciferol
Reprexain,hydrocodone
Reprexain,ibuprofen
Requip,ropinirole
Res-Q-Dent,potassium nitrate
Rescon-MX Reformulated Feb 2013,dexchlorpheniramine
Rescriptor,delavirdine
Rescudose,morphine
Resectisol,mannitol
Resflor,flunixin
Resflor,florfenicol
Resi Ketochlor,ketoconazole
Resi Ketochlor,chlorhexidine
Resicort,hydrocortisone
Resinol,resorcinol
Resinol,petrolatum
Respa-BR,brompheniramine
Respa-GF,guaifenesin
Respa-SA,pseudoephedrine
Respa-SA,diphenhydramine
Respbid,theophylline
Respi-Tann G,carbetapentane
Respi-Tann G,guaifenesin
Respigam,respiratory syncytial virus immune globulin intravenous
Respillin,amoxicillin
Respiram,doxapram
Respirmycin,tulathromycin
Respivent,pseudoephedrine
Respivent,methscopolamine
Rest Simply,diphenhydramine
Restall,hydroxyzine
Restandol,testosterone
Restart,levonorgestrel
Restasis,cyclosporine
Restone,tryptophan
Restone,melatonin
Restoril,temazepam
Retacrit,epoetin alfa
Retadolor,capsaicin
Retadolor The Anti-Pain,menthol
Retadolor The Anti-Pain,camphor
Retavase,reteplase
Retevmo,selpercatinib
Rethymic,allogeneic processed thymus tissue
Retin-A,tretinoin
Retin-A Forte,tretinoin
Retisert,fluocinolone
Retre-Gel,menthol
Retre-Gel,benzocaine
Retrovir,zidovudine
Reumacetin,methyl salicylate
Reumacetin,menthol
Rev-Eyes,dapiprazole
Revalor,estradiol
Revalor,trenbolone
Revanil,lisuride
Revatio,sildenafil
Revcovi,elapegademase
Reversion Acne Control Clarifying Cleanser,salicylic acid
Reversion Acne Control Toner,salicylic acid
Reversol,edrophonium
Revertased,atipamezole
Revertidine,atipamezole
Revex,nalmefene
Revina,trypsin
Revina,Peruvian balsam
Revina,castor oil
RevitaDERM Wound Care,benzalkonium
Revitaderm 40,urea
Revitaderm Psoriasis,coal tar
Revitol,benzoyl peroxide
Revive Plus,carboxymethylcellulose
Revive brand of caffeine,caffeine
Revlimid,lenalidomide
Revolt,selamectin
Revolution,selamectin
Revolution Plus,selamectin
Revolution Plus,sarolaner
Revonto,dantrolene
Revuforj,revumenib
Rexall,povidone-iodine
Rexall Calamine,calamine
Rexall Calamine,zinc oxide
Rexavite,ascorbic acid
Rexavite,polysaccharide iron complex
Rexolate,thiosalicylate
Rextovy,naloxone
Rexulti,brexpiprazole
Reyataz,atazanavir
Reyvow,lasmiditan
Rezamid,sulfur
Rezamid,resorcinol
Rezdiffra,resmetirom
Rezenopy,naloxone
Rezine,hydroxyzine
Rezipres,ephedrine
Rezira,pseudoephedrine
Rezira,hydrocodone
Rezlidhia,olutasidenib
Rezulin,troglitazone
Rezurock,belumosudil
Rezvoglar,insulin glargine
Rezyst Probiotic,Saccharomyces boulardii
Rezzayo,rezafungin
Rhapsido,remibrutinib
Rheaban Maximum Strength,attapulgite
Rhemu,menthol
Rhemu,methyl salicylate
Rheuflex,naproxen
Rheumacin LA,indomethacin
Rheumatac Retard,diclofenac
Rheumatrex,methotrexate
Rheumox,apazone
Rhinacon DH,phenylephrine
Rhinacon DH,hydrocodone
Rhinall,phenylephrine
Rhinaris,sodium chloride
Rhindecon,phenylpropanolamine
Rhinocort,budesonide
Rhinocort Aqua,budesonide
Rhinoflex,acetaminophen
Rhinoflex,phenyltoloxamine
Rhinomel,sodium chloride
RhoGAM,Rho(D) immune globulin
Rhofade,oxymetazoline
Rhophylac,Rho(D) immune globulin
Rhopressa,netarsudil
Rhuli,menthol
Rhuli,camphor
Rhulicort,hydrocortisone
Rhumalgan,diclofenac
Rhumalgan CR,diclofenac
Ri-Mag,magaldrate
Ri-Mag Plus,simethicone
Ri-Mag Plus,magaldrate
Ri-Mox,magnesium hydroxide
Ri-Mox,aluminum hydroxide
Ri-Mox Plus,magnesium hydroxide
Ri-Mox Plus,aluminum hydroxide
Ri-Mox Plus,simethicone
RiaSTAP,fibrinogen
Riabni,rituximab
Riax,benzoyl peroxide
RibaTab,ribavirin
Ribasphere,ribavirin
Ricobid D,phenylephrine
Ricobid H,chlorpheniramine
Ricola,menthol
Ricotuss,carbetapentane
Ricotuss,chlorpheniramine
Rid-A-Pain,aspirin
Rid-A-Pain,codeine
Rid-A-Pain,caffeine
Rid-A-Pain,acetaminophen
Rid-A-Pain,salicylamide
Ridactate,calcium lactate
Ridafed,pseudoephedrine
Ridaura,auranofin
Ridenol,acetaminophen
Rideril,thioridazine
Ridifed,pseudoephedrine
Ridifed,triprolidine
Ridiprin,aspirin
Rifadin,rifampin
Rifamate,isoniazid
Rifamate,rifampin
Rifater,rifampin
Rifater,isoniazid
Rifater,pyrazinamide
Riginic,magnesium carbonate
Riginic,aluminum hydroxide
Rilexine,cephalexin
Rilutek,riluzole
Rimacid,indomethacin
Rimacillin,ampicillin
Rimactane,rifampin
Rimadyl,carprofen
Rimafen,ibuprofen
Rimapam,diazepam
Rimapurinol,allopurinol
Rimoxallin,amoxicillin
Rimoxyn,naproxen
Rimso-50,dimethyl sulfoxide
Rindal HPD,diphenhydramine
Rindal HPD,hydrocodone
Rindal HPD,phenylephrine
