brand_name,ingredient_name
Dental Resources brand of Stannous Fluoride Gel,stannous fluoride
Dentapaine,benzocaine
Denti Care,benzocaine
Denti-Rinse,chlorhexidine
DentiCare Denti Foam,sodium fluoride
DentiCare Denti Freeze Gel,tetracaine
DentiCare Denti Freeze Gel,benzocaine
DentiCare Denti Freeze Ointment,benzocaine
DentiCare Neutral,sodium fluoride
Denticare,chlorhexidine
Denticare Pro Gel,sodium fluoride
Dentomycin,minocycline
Dep Androgyn,estradiol
Dep Androgyn,testosterone
DepHyze,benzalkonium
Depacon,valproate
Depade,naltrexone
Depakene,valproate
Depakote,valproate
Depandrate,testosterone
Depen,penicillamine
Depixol,flupenthixol
Depletite,diethylpropion
Depo-Medrol,methylprednisolone
Depo-Predate,prednisolone
Depo-Provera,medroxyprogesterone
Depo-Testadiol,testosterone
Depo-Testadiol,estradiol
Depo-estradiol,estradiol
Depo-testosterone,testosterone
DepoCyt,cytarabine
Depodur,morphine
Deponit,nitroglycerin
Depotest,testosterone
Depotestogen,testosterone
Depotestogen,estradiol
Deproist,codeine
Deproist,pseudoephedrine
Deproist,guaifenesin
Deramaxx,deracoxib
Derifil,chlorophyll
Derma Cas,resorcinol
Derma Cas,phenol
Derma Cidol,chloroxylenol
Derma Gran,aluminum hydroxide
Derma Gran Spray,zinc acetate
Derma Ice,lidocaine
Derma Numb,lidocaine
Derma-Pax,diphenhydramine
Derma-Smoothe FS,fluocinolone
DermaCerin,petrolatum
DermaFoam E,chloroxylenol
DermaFungal,miconazole
DermaPhor,petrolatum
DermaSarra,menthol
DermaSarra,camphor
Dermabon,coal tar
Dermaceph,cefpodoxime
Dermacin,fluocinonide
Dermacool,lidocaine
Dermacool HC,hydrocortisone
Dermacort,hydrocortisone
Dermafive,iodine
Dermafix,petrolatum
Dermafix Lanolin,lanolin
Dermaflex,lidocaine
Dermagesic,benzocaine
Dermagesic,zinc oxide
Dermagesic,pyrilamine
Dermagesic Itch Relief,diphenhydramine
Dermagesic Itch Relief,phenol
Dermagran,miconazole
Dermagran BC,zinc oxide
Dermagran BC,petrolatum
Dermagran GP,petrolatum
Dermakleen,chloroxylenol
Dermal-Soothe,pramoxine
DermalZone,salicylic acid
Dermalone,triamcinolone
Dermalone,nystatin
Dermalone,neomycin
Dermalone,thiostrepton
Dermalquench Clear,salicylic acid
Dermamycin,diphenhydramine
Dermamycin Erythromycin,erythromycin
Derman,undecylenate
Dermaplex,lactate
Dermasana,miconazole
Dermasana,triclosan
Dermasav,zinc oxide
Dermasav,calamine
Dermaseptin,zinc oxide
Dermaseptin,calamine
Dermasil,dimethicone
Dermasorb AF,hydrocortisone
Dermasorb AF,clioquinol
Dermasorb HC,hydrocortisone
Dermasorb TA,triamcinolone
Dermasorb XM,urea
Dermatin,clotrimazole
Dermatol 10,urea
Dermatop,prednicarbate
Dermatop E,prednicarbate
Dermawound,povidone-iodine
Dermawound Benzocaine,benzocaine
Dermazene,hydrocortisone
Dermazene,iodoquinol
Dermazinc,zinc pyrithione
Dermazole,salicylic acid
Dermazole,miconazole
Dermazor,salicylic acid
Dermeleve,aluminum acetate
Dermocaine,tetracaine
Dermol HC,hydrocortisone
Dermolate,hydrocortisone
Dermoneen,salicylic acid
Dermoplast,benzocaine
Dermoplast Antibacterial,benzethonium
Dermoplast Antibacterial,benzocaine
Dermoplast Pain,benzocaine
Dermoplast Pain,menthol
Dermosedan,detomidine
Dermotic,fluocinolone
Dermovate,clobetasol
Dermtex HC,hydrocortisone
Dermuspray,trypsin
Dermuspray,castor oil
Dermuspray,Peruvian balsam
Descovy,emtricitabine
Descovy,tenofovir alafenamide
Desempacho,sodium bicarbonate
Desenex,miconazole
Desenex Cream,clotrimazole
Desenex Max,terbinafine
Desenex Spray,tolnaftate
Desferal,deferoxamine
Designer Rinse,stannous fluoride
Desitin,zinc oxide
Desitin Clear,petrolatum
Desmoda,desmopressin
Desogen (contraceptive),ethinyl estradiol
Desogen (contraceptive),desogestrel
Desonate,desonide
Desonil,desonide
Desowen,desonide
Desoxyn,methamphetamine
Despec EXP,dihydrocodeine
Despec EXP,pseudoephedrine
Despec EXP,guaifenesin
Despec PD,phenylephrine
Despec PD,dihydrocodeine
Despec PD,chlorpheniramine
Despec-PDC,phenylephrine
Despec-PDC,dihydrocodeine
Despec-PDC,chlorpheniramine
Despec-SF,phenylephrine
Desquam,benzoyl peroxide
Desrx,desonide
Destolit,ursodeoxycholate
Desyrel,trazodone
Detamethasone,betamethasone
Detomequin,detomidine
Detomised,detomidine
Detrol,tolterodine
Dettol,chloroxylenol
Devrom,bismuth subgallate
Dex4,glucose
DexaJect,dexamethasone
Dexacidin,neomycin
Dexacidin,dexamethasone
Dexacidin,polymyxin B
Dexacine,dexamethasone
Dexacine,neomycin
Dexacine,polymyxin B
Dexacort Phosphate in Respihaler,dexamethasone
Dexacort Phosphate in Turbinaire,dexamethasone
Dexacort-LA,dexamethasone
Dexalone,dextromethorphan
Dexamethasone Intensol,dexamethasone
Dexased,dexmedetomidine
Dexasol,dexamethasone
Dexasone,dexamethasone
Dexasporin,neomycin
Dexasporin,polymyxin B
Dexasporin,dexamethasone
Dexdomitor,dexmedetomidine
Dexedrine,dextroamphetamine
Dexilant,dexlansoprazole
Dexium,dexamethasone
Dexmedesed,dexmedetomidine
Dexmedvet,dexmedetomidine
Dexodryl,chlorpheniramine
Dexodryl,methscopolamine
Dexol,dexpanthenol
Dexomon Retard,diclofenac
Dextenza,dexamethasone
Dextraven-110,dextran 110
DextroStat,dextroamphetamine
Dextrose and Electrolyte No. 75,potassium chloride
Dextrose and Electrolyte No. 75,potassium phosphate
Dextrose and Electrolyte No. 75,glucose
Dextrose and Electrolyte No. 75,lactate
Dextrose and Electrolyte No. 75,sodium chloride
Dexycu,dexamethasone
Dhivy,carbidopa
Dhivy,levodopa
Di-Atro,diphenoxylate
Di-Atro,atropine
Di-Dak-Sol,hypochlorite
Di-Delamine,diphenhydramine
Di-Delamine,tripelennamine
Di-Gel,magnesium hydroxide
Di-Gel,simethicone
Di-Gel,aluminum hydroxide
Di-Phen,phenytoin
Dia-Tuss,pholcodine
Diabecline,tetracycline
Diabeta,glyburide
Diabetamide,glyburide
Diabetic Choice,guaifenesin
Diabetic Tus with Codeine,codeine
Diabetic Tus with Codeine,guaifenesin
Diabetic Tussin,chlorpheniramine
Diabetic Tussin C,guaifenesin
Diabetic Tussin C,codeine
Diabetic Tussin Cough,menthol
Diabetic Tussin EX,guaifenesin
Diabetic Tussin Mucus Relief,guaifenesin
Diabetiderm Antifungal,undecylenate
Diabetuss,dextromethorphan
Diabinese,chlorpropamide
Diacomit,stiripentol
Diaderm,undecylenate
Dial Antibacterial,triclocarban
Dial Dandruff Control,zinc pyrithione
Dialar,diazepam
Dialose,docusate
Dialose Plus,phenolphthalein
Dialose Plus,docusate
Dialume,aluminum hydroxide
Dialyvite 800,biotin
Dialyvite 800,niacinamide
Dialyvite 800,mecobalamin
Dialyvite 800,riboflavin
Dialyvite 800,pyridoxine
Dialyvite 800,folic acid
Dialyvite 800,pantothenate
Dialyvite 800,thiamine
Dialyvite 800,ascorbic acid
Dialyvite 800 with Iron,folic acid
Dialyvite 800 with Iron,ascorbic acid
Dialyvite 800 with Iron,mecobalamin
Dialyvite 800 with Iron,niacinamide
Dialyvite 800 with Iron,pantothenate
Dialyvite 800 with Iron,thiamine
Dialyvite 800 with Iron,riboflavin
Dialyvite 800 with Iron,biotin
Dialyvite 800 with Iron,pyridoxine
Dialyvite 800 with Iron,ferrous fumarate
Dialyvite 800 with Zinc,riboflavin
Dialyvite 800 with Zinc,folic acid
Dialyvite 800 with Zinc,biotin
Dialyvite 800 with Zinc,zinc citrate
Dialyvite 800 with Zinc,pantothenate
Dialyvite 800 with Zinc,mecobalamin
Dialyvite 800 with Zinc,ascorbic acid
Dialyvite 800 with Zinc,pyridoxine
Dialyvite 800 with Zinc,niacinamide
Dialyvite 800 with Zinc,thiamine
Dialyvite Vitamin D3 Max,cholecalciferol
Diamode,loperamide
Diamox,acetazolamide
Dianeal Low Calcium 1.5,magnesium chloride
Dianeal Low Calcium 1.5,sodium chloride
Dianeal Low Calcium 1.5,glucose
Dianeal Low Calcium 1.5,lactate
Dianeal Low Calcium 1.5,calcium chloride
Dianeal Low Calcium 2.5,sodium chloride
Dianeal Low Calcium 2.5,lactate
Dianeal Low Calcium 2.5,magnesium chloride
Dianeal Low Calcium 2.5,glucose
Dianeal Low Calcium 2.5,calcium chloride
Dianeal Low Calcium 3.5,sodium chloride
Dianeal Low Calcium 3.5,lactate
Dianeal Low Calcium 3.5,glucose
Dianeal Low Calcium 3.5,calcium chloride
Dianeal Low Calcium 3.5,magnesium chloride
Dianeal Low Calcium 4.25,sodium chloride
Dianeal Low Calcium 4.25,glucose
Dianeal Low Calcium 4.25,magnesium chloride
Dianeal Low Calcium 4.25,lactate
Dianeal Low Calcium 4.25,calcium chloride
Dianeal PD-2/1.5,glucose
Dianeal PD-2/1.5,lactate
Dianeal PD-2/1.5,calcium chloride
Dianeal PD-2/1.5,magnesium chloride
Dianeal PD-2/1.5,sodium chloride
Dianeal PD-2/2.5,magnesium chloride
Dianeal PD-2/2.5,sodium chloride
Dianeal PD-2/2.5,lactate
Dianeal PD-2/2.5,glucose
Dianeal PD-2/2.5,calcium chloride
Dianeal PD-2/3.5,calcium chloride
Dianeal PD-2/3.5,magnesium chloride
Dianeal PD-2/3.5,sodium chloride
Dianeal PD-2/3.5,lactate
Dianeal PD-2/3.5,glucose
Dianeal PD-2/4.25,lactate
Dianeal PD-2/4.25,sodium chloride
Dianeal PD-2/4.25,magnesium chloride
Dianeal PD-2/4.25,glucose
Dianeal PD-2/4.25,calcium chloride
Diapedic,menthol
Diaperene,zinc oxide
Diaperene Adult,menthol
Diaperene Adult,zinc oxide
Diaprex,petrolatum
Diaprex,zinc oxide
Diaqua,hydrochlorothiazide
Diar-Aid,loperamide
Diareze,loperamide
Diarrhea and Cramp,attapulgite
Diasorb,attapulgite
Diastat,diazepam
Diatensec,spironolactone
Diazemuls,diazepam
Diazepam Intensol,diazepam
Diazepam RecTube,diazepam
Dibenzyline,phenoxybenzamine
Dicarbosil,calcium carbonate
Diclegis,doxylamine
Diclegis,pyridoxine
Dicloflex,diclofenac
Dicloflex Retard,diclofenac
Diclomax Retard,diclofenac
Diclotard,diclofenac
Diclovol,diclofenac
Diclovol Retard,diclofenac
Diclozip,diclofenac
Dicomal-DH,pyrilamine
Dicomal-DH,phenylephrine
Dicomal-DH,hydrocodone
Dicomal-PH,codeine
Dicomal-PH,pyrilamine
Dicomal-PH,phenylephrine
Dicynone,ethamsylate
Didone,phenylephrine
Didone,chlorpheniramine
Didone,dihydrocodeine
Didrex,benzphetamine
Didronel,etidronate
Differin,adapalene
Differin Acne Clearing,salicylic acid
Diffucaps,protease
Diffucaps,amylase
Diffucaps,lipase
Dificid,fidaxomicin
Difil G,dyphylline
Difil G,guaifenesin
Diflucan,fluconazole
Diflucan One,fluconazole
Digenyx,hyoscyamine
Digex,phenyltoloxamine
Digex,hyoscyamine
DigiClean Slim-Line,benzalkonium
DigiFab,digoxin antibodies Fab fragments
DigiSan E Foam,benzalkonium
Digiclean E Foam,chloroxylenol
Digipepsin,bile salts
Digipepsin,pepsin A
Digipepsin,pancreatin
Digitaline Nativelle,digitoxin
Digitek,digoxin
Digox,digoxin
Dihistine,guaifenesin
Dihistine,codeine
Dihistine,pseudoephedrine
Dihistine DH,pseudoephedrine
Dihistine DH,codeine
Dihistine DH,chlorpheniramine
Dilacor,diltiazem
Dilantin,phenytoin
Dilatrate,isosorbide dinitrate
Dilaudid,hydromorphone
Dilaudid Cough,guaifenesin
Dilaudid Cough,hydromorphone
Dilex,dyphylline
Dilex,guaifenesin
Dilex-G,guaifenesin
Dilex-G,dyphylline
Dilocaine,lidocaine
Dilor,dyphylline
Dilor-G,dyphylline
Dilor-G,guaifenesin
Dilt,diltiazem
Diltia,diltiazem
Diltzac,diltiazem
Dimetane,brompheniramine
Dimetane DC,phenylpropanolamine
Dimetane DC,codeine
Dimetane DC,brompheniramine
Dimetane Extentab,brompheniramine
Dimetapp Allergy Liquigel,brompheniramine
Dimetapp Cold Drops,phenylephrine
Dimetapp Decongestant,pseudoephedrine
Dimetapp Infant Drops,pseudoephedrine
Dimetapp Maximum Strength,pseudoephedrine
Dimetapp ND,loratadine
Dimotal,diphenoxylate
Dimotal,atropine
Dimyril,isoaminile
Dine 5000C,iodine
Dinnefords Teejel,choline
Diocalm Ultra,loperamide
Diocaps,loperamide
Dioctyn,docusate
Dioderm,hydrocortisone
Diovan,valsartan
Diovan HCT,hydrochlorothiazide
Diovan HCT,valsartan
Dipentum,olsalazine
Diphedryl,diphenhydramine
Diphenadryl,diphenhydramine
Diphendryl,diphenhydramine
Diphenhist,diphenhydramine
Diphenhist with Zinc,zinc acetate
Diphenhist with Zinc,diphenhydramine
Diphenyl,diphenhydramine
Diphenylin,diphenhydramine
Diprivan,propofol
Dipro,diethylpropion
Diprolene,betamethasone
Diprosone,betamethasone
Diquinol,iodoquinol
DisCoVisc,chondroitin sulfates
DisCoVisc,hyaluronate
Disadine,povidone-iodine
Disal,furosemide
Disalcid,salsalate
Disipal,orphenadrine
Diskets,methadone
Disotate,edetic acid
Dispas,hyoscyamine
Dispermox,amoxicillin
Disprol Junior,acetaminophen
Ditropan,oxybutynin
Ditussin-HC,phenylephrine
Ditussin-HC,chlorpheniramine
Ditussin-HC,hydrocodone
Diucardin,hydroflumethiazide
Diupres,chlorothiazide
Diupres,reserpine
Diuresal,furosemide
Diurese,trichlormethiazide
Diuretic Ap-Es,reserpine
Diuretic Ap-Es,hydralazine
Diuretic Ap-Es,hydrochlorothiazide
Diuril,chlorothiazide
Diutensen-R,reserpine
Diutensen-R,methyclothiazide
Divigel,estradiol
Dixarit,clonidine
Dixlanta,simethicone
Dixlanta,magnesium hydroxide
Dixlanta,aluminum hydroxide
Dizac,diazepam
Doak Tar,coal tar
Doak Tar Oil,coal tar
Doans,magnesium salicylate
Doans PM,magnesium salicylate
Doans PM,diphenhydramine
Doans Pain Relieving,lidocaine
Doans Pain Relieving,menthol
Dobutrex,dobutamine
Docal,phenolphthalein
Docal,docusate
Docefrez,docetaxel
Docivyx,docetaxel
Doctar,coal tar
Doctor's Choice,stannous fluoride
Docucal,docusate
Docucal-P,docusate
Docucal-P,phenolphthalein
Doculase,docusate
Doculax,docusate
Doculax Plus,casanthranol
Doculax Plus,docusate
Docusoft-S,docusate
Docusoft-S Plus,casanthranol
Docusoft-S Plus,docusate
Docusol,docusate
Docusol Plus,benzocaine
Docusol Plus,docusate
Dodex,vitamin B12
Dofus,Lactobacillus acidophilus
Dogmatil,sulpiride
Dojolvi,triheptanoin
Dolacet,hydrocodone
Dolacet,acetaminophen
Dolagesic,acetaminophen
Dolagesic,hydrocodone
Dolgesic,ibuprofen
Dolgic,acetaminophen
Dolgic,butalbital
Dolgic LQ,butalbital
Dolgic LQ,caffeine
Dolgic LQ,acetaminophen
Dolgic Plus,caffeine
Dolgic Plus,acetaminophen
Dolgic Plus,butalbital
Dolmar,caffeine
Dolmar,butalbital
Dolmar,acetaminophen
Dolobid,diflunisal
Dolofin,acetaminophen
Dolofin Infantil,acetaminophen
Dologesic,phenyltoloxamine
Dologesic,acetaminophen
Dolono,acetaminophen
Dolono Infant,acetaminophen
Dolophine,methadone
Dolorac,capsaicin
Doloracin,menthol
Doloracin,capsaicin
Doloracin,methyl salicylate
Doloracin with Lidocaine,capsaicin
Doloracin with Lidocaine,menthol
Doloracin with Lidocaine,lidocaine
Doloracin with Lidocaine,methyl salicylate
Dolorex,acetaminophen
Dolorex,phenyltoloxamine
Dolorex Forte,hydrocodone
Dolorex Forte,acetaminophen
Dolorex Solution,butorphanol
Dolorex brand of acetaminophen-phenyltoloxamine,phenyltoloxamine
Dolorex brand of acetaminophen-phenyltoloxamine,acetaminophen
Dolotic,benzocaine
Dolotic,antipyrine
Doloxene,propoxyphene
Dolsed,benzoate
Dolsed,hyoscyamine
Dolsed,methenamine
Dolsed,phenyl salicylate
Dolsed,atropine
Dolsed,methylene blue
Domeboro,calcium acetate
Domeboro,aluminum sulfate
Domeboro Cooling,aluminum acetate
Domeboro Otic,acetic acid
Domical,amitriptyline
Domitor,medetomidine
Domoso,dimethyl sulfoxide
Donatuss DC,guaifenesin
Donatuss DC,dihydrocodeine
Donatuss DC,phenylephrine
Donatussin DC,phenylephrine
Donatussin DC,hydrocodone
Donatussin DC,guaifenesin
Donatussin MAX,carbinoxamine
Donatussin MAX,phenylephrine
Donatussin MAX,hydrocodone
Donnagel,attapulgite
Donnamar,hyoscyamine
Donnaphen,atropine
Donnaphen,phenobarbital
Donnaphen,scopolamine
Donnaphen,hyoscyamine
Donnapine,scopolamine
Donnapine,atropine
Donnapine,hyoscyamine
Donnapine,phenobarbital
Donnatal,atropine
Donnatal,phenobarbital
Donnatal,hyoscyamine
Donnatal,scopolamine
Donnazyme,lipase
Donnazyme,protease
Donnazyme,amylase
Dopar,levodopa
Dopram,doxapram
Doptelet,avatrombopag
Doracide,doramectin
Doraject,doramectin
Doral,quazepam
Doralese,indoramin
Dorama-Neo,water
Dorflex,menthol
Dormin,diphenhydramine
Dormonoct,triazulenone
Doryx,doxycycline
Dosaflex,"sennosides, USP"
Dostinex,cabergoline
Dothapax,dothiepin
Dotti,estradiol
Douxo Calm,salicyloyl phytosphingosine
Douxo Calm Shampoo,phytosphingosine
Douxo Chlorhexidine,chlorhexidine
Douxo Micellar,salicyloyl phytosphingosine
Dovaril,hydroxyzine
Dovato,lamivudine
Dovato,dolutegravir
Dove DermaSeries,dimethicone
Dove DermaSeries Eczema,colloidal oatmeal
Dovonex,calcipotriene
Doxal,doxycycline
Doxidan,docusate
Doxidan,casanthranol
Doxidan Reformulated Sep 2008,bisacodyl
Doxidan Softgel Laxative Plus Stool Softener,phenolphthalein
Doxidan Softgel Laxative Plus Stool Softener,docusate
Doxidyl,deracoxib
Doxil,doxorubicin
Doxy,doxycycline
Doxy Lemmon,doxycycline
Doxy-Caps,doxycycline
Dozine,chlorpromazine
Dr Caldwell Laxative,"sennosides, USP"
Dr. Bob Arnot's Pain Patch,menthol
Dr. Bob Arnot's Pain Patch,camphor
Dr. Cocoa Non-Drowsy Cough,dextromethorphan
Dr. J.I.s Arthritis Plus Gel,methyl salicylate
Dr. J.I.s Arthritis Plus Gel,menthol
Dr. J.I.s Arthritis Plus Gel,camphor
Dr. Numb,lidocaine
Dr. Oh Balm,menthol
Dr. Oh Balm,capsaicin
Dr. Oh Balm,camphor
Dr. Oh Patch,camphor
Dr. Oh Patch,menthol
Dr. Smith's Diaper Rash,zinc oxide
Dr. Smith's Rash and Skin,lanolin
Dr. Smith's Rash and Skin,petrolatum
Dr. Smith's Rash-n-All,zinc oxide
Dr. Smith's Rash-n-All,petrolatum
Dr. Smith's Rash-n-All,lanolin
Dragon,menthol
Dragon,methyl salicylate
Dragon,camphor
Dragon Tabs,ibuprofen
Dramamine,dimenhydrinate
Dramamine Less Drowsy,meclizine
Dramamine Nausea Relief,meclizine
Dramoject,dimenhydrinate
Drawing Salve,ichthammol
Draxxin,tulathromycin
Draxxin KP,ketoprofen
Draxxin KP,tulathromycin
Dream Pure BB,salicylic acid
Dri-Ear,boric acid
DriTail,neomycin
Driminate,dimenhydrinate
Driminate II,meclizine
Drisdol,ergocalciferol
Dristan,phenylephrine
Dristan,pheniramine
Dristan 12-Hour Nasal Spray,oxymetazoline
Dritho-Scalp,anthralin
Drithocreme,anthralin
Drituss G,guaifenesin
Drituss HD,guaifenesin
Drituss HD,hydrocodone
Drituss HD,pseudoephedrine
Drixoral Non-Drowsy,pseudoephedrine
Drizalma,duloxetine
Drocon-CS,brompheniramine
Drocon-CS,pseudoephedrine
Drocon-CS,hydrocodone
Droncit,praziquantel
Drontal,pyrantel
Drontal,praziquantel
Drontal Plus,pyrantel
Drontal Plus,febantel
Drontal Plus,praziquantel
Drotic,hydrocortisone
Drotic,polymyxin B
Drotic,neomycin
Drotuss CP,chlorpheniramine
Drotuss CP,phenylephrine
Drotuss CP,hydrocodone
Drowz-Away,caffeine
Droxia,hydroxyurea
Dry Clox,cloxacillin
Dryptal,furosemide
Drysol,aluminum chloride
Dryvax,"smallpox vaccine live, New York City Board of Health vaccinia strain"
Dsuvia,sufentanil
Duac,clindamycin
Duac,benzoyl peroxide
Duaklir,formoterol
Duaklir,aclidinium
Duavee,bazedoxifene
Duavee,"estrogens, conjugated (USP)"
Duetact,glimepiride
Duetact,pioglitazone
Duexis,ibuprofen
Duexis,famotidine
Dulcoease,docusate
Dulcogas,simethicone
Dulcogen,bisacodyl
Dulcolax,bisacodyl
Dulcolax Osmotic,polyethylene glycol 3350
Duleek-DP,folic acid
Dulera,mometasone
Dulera,formoterol
Duo Fusion,famotidine
Duo Fusion,magnesium hydroxide
Duo Fusion,calcium carbonate
Duo-Cyp,estradiol
Duo-Cyp,testosterone
Duo-Medihaler,isoproterenol
Duo-Medihaler,phenylephrine
Duo-Span,testosterone
Duo-Span,estradiol
Duo-Vil,amitriptyline
Duo-Vil,perphenazine
DuoCare,praziquantel
DuoCare,ivermectin
DuoCare Clinical,cetylpyridinium
DuoCet,hydrocodone
DuoCet,acetaminophen
DuoNeb,albuterol
DuoNeb,ipratropium
Duobrii,tazarotene
Duobrii,halobetasol
Duocaine,lidocaine
Duocaine,bupivacaine
Duodote,pralidoxime
Duodote,atropine
Duofilm,salicylic acid
Duogastrone,carbenoxolone
Duogesic,acetaminophen
Duogesic,phenyltoloxamine
Duohist,phenylephrine
Duohist,dihydrocodeine
Duohist,chlorpheniramine
Duonate 12 Pediatric,pyrilamine
Duonate 12 Pediatric,phenylephrine
Duopa,levodopa
Duopa,carbidopa
Duoplant,salicylic acid
Duotic,terbinafine
Duotic,betamethasone
Duoxo Sebhorrhea Shampoo,phytosphingosine
Duphalac,lactulose
Duphaston,dydrogesterone
Dupixent,dupilumab
Dura-Dumone,estradiol
Dura-Dumone,testosterone
DuraMectin,ivermectin
DuraPrep,isopropyl alcohol
DuraPrep,iodine povacrylex
Durabac,acetaminophen
Durabac,salicylamide
Durabac,caffeine
Durabac,phenyltoloxamine
Durabac Forte,phenyltoloxamine
Durabac Forte,caffeine
Durabac Forte,acetaminophen
Durabac Forte,magnesium salicylate
Durabolin,nandrolone
Durabolin 50,nandrolone
Duraclon,clonidine
Duract,bromfenac
Duract Cough,dextromethorphan
Durad,diethylpropion
Duradal HD,phenylephrine
Duradal HD,hydrocodone
Duradal HD,chlorpheniramine
Duradal HD Plus,phenylephrine
Duradal HD Plus,hydrocodone
Duradal HD Plus,chlorpheniramine
Duradrin,isometheptene
Duradrin,dichloralphenazone
Duradrin,acetaminophen
Duraflor,sodium fluoride
Duraganidin NR,codeine
Duraganidin NR,guaifenesin
Duragesic,fentanyl
Duralutin,17-alpha-hydroxyprogesterone
Duramist Plus,oxymetazoline
Duramorph,morphine
Duramycin,oxytetracycline
Duranest,etidocaine
Duranest with epinephrine,epinephrine
Duranest with epinephrine,etidocaine
Durasal,salicylic acid
Duratest,testosterone
Duratestrin,estradiol
Duratestrin,testosterone
Durathate,testosterone
Duration,oxymetazoline
Duratuss CS,guaifenesin
Duratuss CS,carbetapentane
Duratuss G,guaifenesin
Duratuss HD,pseudoephedrine
Duratuss HD,guaifenesin
Duratuss HD,hydrocodone
Duraxin,salicylamide
Duraxin,phenyltoloxamine
Duraxin,acetaminophen
Durezol,difluprednate
Duricef,cefadroxil
Durlaza,aspirin
Durolane,hyaluronate
Duromine,phentermine
Duromorph,morphine
Durophet,dextroamphetamine
Durysta,bimatoprost
Dutoprol,metoprolol
Dutoprol,hydrochlorothiazide
Duvoid,bethanechol
Duvyzat,givinostat
Duzallo,lesinurad
Duzallo,allopurinol
Dvorah,caffeine
Dvorah,dihydrocodeine
Dvorah,acetaminophen
Dy-G,guaifenesin
Dy-G,dyphylline
Dyanavel,amphetamine
Dyazide,triamterene
Dyazide,hydrochlorothiazide
Dycill,dicloxacillin
Dyclone,dyclonine
Dyclopro,dyclonine
Dyfilin GG,dyphylline
Dyfilin GG,guaifenesin
Dyflex-G,dyphylline
Dyflex-G,guaifenesin
